Position_X1,Position_Y1,Position_X2,Position_Y2,Position_X3,Position_Y3,Velocity_X1,Velocity_Y1,Velocity_X2,Velocity_Y2,Velocity_X3,Velocity_Y3,Momentum_X1,Momentum_Y1,Momentum_X2,Momentum_Y2,Momentum_X3,Momentum_Y3
90627989838.76656,72838180326.13147,-99999971658.96045,-74999993206.9284,44547044573.92971,141820464851.22635,-6787.148739642661,27686.17946388379,0.020521602536008415,-29999.992838075905,16126.630770621485,-5810.162565974818,-4.053285227314598e+28,1.65341863758314e+29,4.081746744412073e+28,-5.966998575493297e+34,1.1849848290252667e+27,-4.269307453478296e+26
90559938092.32298,73114902324.11647,-99999971453.19919,-75299993134.8834,44708202442.86314,141762200557.81537,-6805.174644357322,27672.19979850025,0.020576126171532996,-29999.99279550082,16115.786893342767,-5826.429341099296,-4.064050297610193e+28,1.652583771966435e+29,4.092591495517913e+28,-5.966998567025113e+34,1.1841880209228266e+27,-4.2812602798397625e+26
90491706822.16278,73391484502.68005,-99999971246.89491,-75599993062.41261,44869252114.45786,141703773958.7099,-6823.127016019875,27658.217856357816,0.02063042813111749,-29999.992752920236,16104.967159472359,-5842.659910545645,-4.074771453967069e+28,1.651748770381689e+29,4.103392155279269e+28,-5.966998558555834e+34,1.1833929868780288e+27,-4.29318650226894e+26
90423296761.74155,73667926842.02383,-99999971040.04982,-75899992989.51596,45030193829.18198,141645185414.51636,-6841.006042123027,27644.23393437841,0.020684508981280027,-29999.99271033504,16094.171472411168,-5858.854419353874,-4.085448808355872e+28,1.6509136505610788e+29,4.114148836376597e+28,-5.966998550085639e+34,1.1825997197927726e+27,-4.305086227341226e+26
90354708642.62627,73944229325.29297,-99999970832.66612,-76199992916.19342,45191027826.54313,141586435284.39902,-6858.811911528663,27630.24832691317,0.020738369292629177,-29999.992667746108,16083.399736115418,-5875.013011733842,-4.096082473564918e+28,1.6500784300832547e+29,4.124861652303944e+28,-5.966998541614701e+34,1.1818082126097609e+27,-4.3169595610220274e+26
90285943194.48189,74220391938.55045,-99999970624.74603,-76499992842.44496,45351754345.094055,141527523926.0883,-6876.544814437456,27616.261325748204,0.020792009639772905,-29999.992625154315,16072.651855092536,-5891.135831071505,-4.1066725631820485e+28,1.649243126373683e+29,4.1355307173508305e+28,-5.966998533143193e+34,1.1810184583121995e+27,-4.328806608671342e+26
90217001145.0583,74496414670.75156,-99999970416.29173,-76799992768.27057,45512373622.43803,141468451695.88895,-6894.204942358764,27602.27322011062,0.020845430601228288,-29999.99258256052,16061.927734397077,-5907.223019935093,-4.117219191576654e+28,1.6484077567050062e+29,4.1461561465843065e+28,-5.966998524671287e+34,1.1802304499234972e+27,-4.3406274750483066e+26
90147883220.17749,74772297513.7183,-99999970207.3054,-77099992693.67023,45672885895.23429,141409218948.68814,-6911.792488080772,27588.284296674738,0.02089863275933204,-29999.992539965584,16051.227279626693,-5923.274720081242,-4.127722473881837e+28,1.6475723381974153e+29,4.156738055831142e+28,-5.966998516199155e+34,1.1794441805069694e+27,-4.3524222643156966e+26
90078590143.72108,75048040462.114,-99999969997.78923,-77399992618.64394,45833291399.203476,141349826037.96353,-6929.307645640911,27574.29483956859,0.02095161670015183,-29999.99249737035,16040.550396918132,-5939.291072461065,-4.138182525976752e+28,1.6467368878190363e+29,4.167276561660199e+28,-5.966998507726962e+34,1.1786596431655443e+27,-4.36419108004439e+26
90009122637.61812,75323643513.4178,-99999969787.7454,-77699992543.1917,45993590369.13291,141290273315.79126,-6946.750610296535,27560.305130380606,0.02100438301339842,-29999.99245477566,16029.896992943277,-5955.272217226176,-4.148599464469091e+28,1.64590142238633e+29,4.177771781364946e+28,-5.966998499254879e+34,1.177876831041472e+27,-4.375934025217794e+26
89939481421.83316,75599106667.89946,-99999969577.17609,-77999992467.31352,46153783038.881966,141230561132.8539,-6964.121578495877,27546.315448166555,0.021056932292338543,-29999.992412182346,16019.266974905227,-5971.218293734653,-4.158973406677738e+28,1.6450659585645068e+29,4.188223832946136e+28,-5.966998490783068e+34,1.177095737316036e+27,-4.387651202236223e+26
89869667214.35468,75874429928.59402,-99999969366.08344,-78299992391.00943,46313869641.38731,141170689838.44833,-6981.420747849257,27532.32606945667,0.021109265133708657,-29999.992369591233,16008.660250534407,-5987.129440556958,-4.169304470615577e+28,1.6442305128679524e+29,4.198632835094652e+28,-5.966998482311696e+34,1.1763163552092681e+27,-4.399342712921252e+26
89799680731.18367,76149613301.27666,-99999969154.46962,-78599992314.27946,46473850408.66815,141110659780.49353,-6998.648317100574,27518.337268263032,0.021161382137629456,-29999.99232700314,15998.07672808472,-6003.005795481792,-4.179592774972463e+28,1.6433951016606683e+29,4.208998907174498e+28,-5.966998473840924e+34,1.1755386779796651e+27,-4.411008658520021e+26
89729522686.32268,76424656794.43753,-99999968942.33678,-78899992237.12366,46633725571.83145,141050471305.5383,-7015.804486099054,27504.349316087108,0.0212132839075212,-29999.992284418877,15987.51631632973,-6018.8474955219135,-4.189838439098355e+28,1.6425597411567223e+29,4.219322169205966e+28,-5.966998465370914e+34,1.1747626989239084e+27,-4.422649139709502e+26
89659193791.76497,76699560419.2568,-99999968729.68707,-79199992159.54205,46793495361.07704,140990124758.7691,-7032.889455771277,27490.362481927543,0.02126497105001986,-29999.992241839245,15976.97892455889,-6034.654676919894,-4.200041582986607e+28,1.641724447420713e+29,4.22960274184895e+28,-5.966998456901826e+34,1.1739884113765872e+27,-4.434264256600738e+26
89588694757.48404,76974324189.57968,-99999968516.52263,-79499992081.5347,46953160005.70278,140929620484.01758,-7049.9034280934675,27476.377032288114,0.02131644417489406,-29999.99219926504,15966.464462573796,-6050.427475153831,-4.210202327257419e+28,1.640889236368246e+29,4.239840746386429e+28,-5.966998448433816e+34,1.1732158087099226e+27,-4.445854108743035e+26
89518026291.4234,77248948121.89154,-99999968302.8456,-79799992003.10167,47112719734.10963,140868958823.76816,-7066.846606064055,27462.3932311859,0.021367703894962828,-29999.99215669705,15955.972840684475,-6066.1660249430115,-4.220320793141454e+28,1.640054123766422e+29,4.250036304708106e+28,-5.966998439967043e+34,1.1724448843334951e+27,-4.4574187951281246e+26
89447189099.48663,77523432235.29314,-99999968088.65808,-80099991924.24303,47272174773.80669,140808140119.16562,-7083.719193676509,27448.41134015962,0.021418750826014157,-29999.992114136057,15945.503969705718,-6081.870460253518,-4.230397102463612e+28,1.6392191252343327e+29,4.260189539294215e+28,-5.966998431501662e+34,1.1716756316939761e+27,-4.468958414194285e+26
89376183885.52771,77797776551.47592,-99999967873.96222,-80399991844.95886,47431525351.41622,140747164710.02258,-7100.521395892442,27434.431618278188,0.021469585586724398,-29999.992071582834,15935.057760953436,-6097.540914303799,-4.240431377626967e+28,1.6383842562435735e+29,4.270300573199483e+28,-5.966998423037825e+34,1.1709080442748584e+27,-4.4804730638304314e+26
89305011351.34155,78071981094.69742,-99999967658.76013,-80699991765.24924,47590771692.678635,140686032934.82687,-7117.2534186149815,27420.45432214941,0.021520208798578428,-29999.99202903814,15924.634126241059,-6113.17751957018,-4.2504237415968675e+28,1.6375495321187628e+29,4.280369530037249e+28,-5.966998414575686e+34,1.170142115596193e+27,-4.491962841380168e+26
89233672196.65492,78346045891.75671,-99999967443.05392,-80999991685.11426,47749914022.4574,140624745130.74896,-7133.9154686624115,27406.479705928883,0.021570621085790654,-29999.991986502744,15914.232977875965,-6128.78040779234,-4.260374317885193e+28,1.636714968038073e+29,4.290396533963761e+28,-5.966998406115395e+34,1.1693778392143258e+27,-4.5034278436458116e+26
89162167119.11751,78619970971.97,-99999967226.84569,-81299991604.55403,47908952564.74396,140563301633.64917,-7150.507753742089,27392.508021329057,0.021620823075226815,-29999.991943977388,15903.854228655939,-6144.349709978728,-4.270283230534776e+28,1.6358805790337714e+29,4.300381709662613e+28,-5.966998397657102e+34,1.1686152087216383e+27,-4.514868166892369e+26
89090496814.29326,78893756367.14629,-99999967010.13753,-81599991523.56866,48067887542.66261,140501702778.08505,-7167.030482424627,27378.53951762846,0.021670815396326596,-29999.991901462818,15893.49779186567,-6159.885556411944,-4.280150604103987e+28,1.6350463799927716e+29,4.310325182329359e+28,-5.966998389200954e+34,1.1678542177462894e+27,-4.5262839068514964e+26
89018661975.65207,79167402111.5631,-99999966792.93153,-81899991442.15826,48226719178.47535,140439948897.3185,-7183.483864118346,27364.57444168108,0.02172059868102706,-29999.991858959773,15883.163581273278,-6175.388076654068,-4.289976563651477e+28,1.6342123856571943e+29,4.320227077656282e+28,-5.966998380747098e+34,1.1670948599519605e+27,-4.537675158725409e+26
88946663294.56163,79440908241.94235,-99999966575.2298,-82199991360.32295,48385447693.58662,140378040323.323,-7199.868109044001,27350.61303792593,0.021770173563686872,-29999.99181646898,15872.85151112688,-6190.857399551951,-4.299761234721077e+28,1.6333786106249367e+29,4.3300875218173185e+28,-5.96699837229568e+34,1.1663371290376032e+27,-4.5490420171907736e+26
88874501460.27953,79714274797.42632,-99999966357.0344,-82499991278.06287,48544073308.54813,140315977386.7906,-7216.1834282097725,27336.65554839673,0.021819540681011357,-29999.99177399116,15862.561496151178,-6206.293653242455,-4.309504743326876e+28,1.632545069350253e+29,4.339906641453159e+28,-5.9669983638468415e+34,1.1655810187371885e+27,-4.5603845764025554e+26
88802177159.94566,79987501819.55363,-99999966138.34738,-82799991195.37814,48702596243.06357,140253760417.139,-7232.4300333865285,27322.702212731765,0.021868700671978335,-29999.991731527032,15852.293451544085,-6221.696965157654,-4.319207215938435e+28,1.631711776144341e+29,4.349684563656491e+28,-5.966998355400727e+34,1.1648265228194593e+27,-4.571702929997844e+26
88729691078.57483,80260589352.23547,-99999965919.17084,-83099991112.26892,48861016715.9933,140191389742.5187,-7248.608137083357,27308.753268183875,0.021917654177764777,-29999.9916890773,15842.047292973379,-6237.0674620299915,-4.328868779466181e+28,1.630878745175941e+29,4.359421415957414e+28,-5.966998346957474e+34,1.1640736350876838e+27,-4.582997171099638e+26
88657043899.04959,80533537441.73178,-99999965699.50682,-83399991028.73535,49019334945.35903,140128865689.81973,-7264.717952523363,27294.808949630587,0.021966401841674272,-29999.991646642662,15831.822936573397,-6252.405269897394,-4.338489561246952e+28,1.6300459904719387e+29,4.369117326309012e+28,-5.966998338517225e+34,1.1633223493794132e+27,-4.5942673923206045e+26
88584236302.11339,80806346136.62762,-99999965479.35738,-83699990944.77759,49177551148.34845,140066188584.67865,-7280.759693619736,27280.8694895844,0.02201494430906528,-29999.991604223815,15821.620298941752,-6267.710514108343,-4.348069689029706e+28,1.6292135259179805e+29,4.378772423073084e+28,-5.966998330080116e+34,1.1625726595662399e+27,-4.60551368576681e+26
88511268966.36386,81079015487.80966,-99999965258.72455,-83999990860.3958,49335665541.31981,140003358751.48538,-7296.733574952085,27266.935118203157,0.022063282227280195,-29999.991561821447,15811.439297136085,-6282.983319326908,-4.357609290961385e+28,1.6283813652590928e+29,4.388386835006031e+28,-5.966998321646286e+34,1.1618245595535594e+27,-4.6167361430414115e+26
88438142568.24643,81351545548.44267,-99999965037.61038,-84299990775.59016,49493678339.80652,139940376513.39,-7312.639811743039,27253.006063300614,0.022111416245575218,-29999.991519436237,15801.279848670838,-6298.223809537736,-4.367108495572943e+28,1.6275495221003126e+29,4.3979606912449105e+28,-5.9669983132158675e+34,1.1610780432803331e+27,-4.627934855248328e+26
88364857782.04808,81623936373.94624,-99999964816.0169,-84599990690.36086,49651589758.52166,139877242192.3095,-7328.478619835112,27239.082550357067,0.022159347015051005,-29999.991477068852,15791.141871514075,-6313.432108051003,-4.37656743176553e+28,1.626718009907324e+29,4.4074941212936445e+28,-5.9669983047889945e+34,1.1603331047188542e+27,-4.639109912995877e+26
88291415279.8914,81896188021.97154,-99999964593.94615,-84899990604.70805,49809400011.3625,139813956108.93445,-7344.2502156678365,27225.164802530133,0.02220707518858412,-29999.991434719963,15781.025284084322,-6328.608337507323,-4.385986228796832e+28,1.6258868420070995e+29,4.4169872550093815e+28,-5.966998296365801e+34,1.1595897378745159e+27,-4.650261406400381e+26
88217815731.72885,82168300552.3782,-99999964371.40013,-85199990518.63196,49967109311.41498,139750518582.73563,-7359.954816255158,27211.253040665644,0.022254601420759294,-29999.991392390228,15770.930005247437,-6343.752619882625,-4.395365016267581e+28,1.6250560315885523e+29,4.426440222589023e+28,-5.966998287946416e+34,1.1588479367855816e+27,-4.661389425089753e+26
88144059805.33722,82440274027.21129,-99999964148.38087,-85499990432.13277,50124717870.958115,139686929931.9707,-7375.592639163098,27197.34748330866,0.022301926367802455,-29999.991350080298,15760.855954313509,-6358.865076492982,-4.404703924108202e+28,1.624225591703193e+29,4.435853154555908e+28,-5.966998279530971e+34,1.1581076955229566e+27,-4.672494058207043e+26
88070148166.31235,82712108510.67844,-99999963924.89037,-85799990345.21068,50282225901.46845,139623190473.6907,-7391.163902487673,27183.448346714566,0.02234905068751455,-29999.991307790817,15750.803051033794,-6373.945827999408,-4.414003082565639e+28,1.623395535265794e+29,4.445226181746644e+28,-5.966998271119593e+34,1.1573690081899631e+27,-4.683575394413965e+26
87996081478.06401,82983804069.12704,-99999963700.93062,-86099990257.8659,50439633613.62443,139559300523.74658,-7406.668824833082,27169.5558448603,0.022395975039206168,-29999.991265522425,15740.771215597677,-6388.99499441262,-4.4232626221903164e+28,1.6225658750550572e+29,4.454559435298107e+28,-5.96699826271241e+34,1.1566318689221172e+27,-4.6946335218943934e+26
87921860401.81111,83255360771.0216,-99999963476.50362,-86399990170.09866,50596941217.31072,139495260396.7956,-7422.107625290149,27155.670189455668,0.022442700083632923,-29999.991223275752,15730.760368629653,-6404.012695097757,-4.432482673823278e+28,1.6217366237142928e+29,4.463853046634588e+28,-5.966998254309547e+34,1.155896271886907e+27,-4.705668528357832e+26
87847485596.57697,83526778686.92116,-99999963251.61136,-86699990081.90918,50754148921.62259,139431070406.3078,-7437.480523415033,27141.79158995477,0.022489226482931633,-29999.99118105142,15720.77043118636,-6418.999048779069,-4.441663368583458e+28,1.6209077937520988e+29,4.473107147455101e+28,-5.966998245911127e+34,1.1551622112835736e+27,-4.71668050104286e+26
87772957719.18489,83798057889.45683,-99999963026.25581,-86999989993.29768,50911256934.870125,139366730864.57236,-7452.787739208186,27127.920253567496,0.02253555490055727,-29999.99113885005,15710.801324753611,-6433.954173544565,-4.450804837855129e+28,1.6200793975430508e+29,4.482321869720841e+28,-5.9669982375172745e+34,1.1544296813428953e+27,-4.727669526720546e+26
87698277424.25395,84069198453.30954,-99999962800.43895,-87299989904.2644,51068265464.58256,139302242082.70386,-7468.029493093586,27114.056385271142,0.022581686001220687,-29999.991096672253,15700.852971243483,-6448.8781868506285,-4.45990721327549e+28,1.6192514473283928e+29,4.491497345642794e+28,-5.96699822912811e+34,1.1536986763269711e+27,-4.7386356916978415e+26
87623445364.19498,84340200455.18776,-99999962574.16275,-87599989814.80959,51225174717.512474,139237604370.6486,-7483.206005898206,27100.200187822094,0.0226276204508271,-29999.991054518632,15690.925292991416,-6463.771205526604,-4.468970626722409e+28,1.6184239552167357e+29,4.5006337076695095e+28,-5.966998220743755e+34,1.1529691905290093e+27,-4.7495790818209485e+26
87548462189.20667,84611063973.80544,-99999962347.42917,-87899989724.93349,51381984899.64001,139172818037.1908,-7498.317498831756,27086.3518617676,0.02267335891641536,-29999.991012389786,15681.01821275335,-6478.63334577934,-4.477995210302325e+28,1.6175969331847613e+29,4.509731088475015e+28,-5.966998212364328e+34,1.1522412182731161e+27,-4.760499782478659e+26
87473328547.272,84881789089.86002,-99999962120.24014,-88199989634.63635,51538696216.17703,139107883389.95883,-7513.364193466669,27072.511605457625,0.02271890206609798,-29999.990970286308,15671.131653702882,-6493.464723197707,-4.486981096338295e+28,1.6167703930779294e+29,4.518789620946888e+28,-5.966998203989946e+34,1.1515147539140877e+27,-4.771397878605675e+26
87398045084.15482,85152375886.01059,-99999961892.59764,-88499989543.91844,51695308871.57132,139042800735.43127,-7528.346311718348,27058.67961505678,0.022764250569001908,-29999.99092820878,15661.26553942846,-6508.265452757077,-4.495928417358198e+28,1.615944346611191e+29,4.5278094381744795e+28,-5.966998195620726e+34,1.1507897918372032e+27,-4.7822734546859e+26
87322612443.39656,85422824446.85616,-99999961664.50359,-88799989452.78001,51851823069.51063,138977570378.94302,-7543.264075825659,27044.856084556322,0.022809405095210077,-29999.99088615778,15651.419793930598,-6523.035648823777,-4.504837306083084e+28,1.6151188053697036e+29,4.536790673437284e+28,-5.966998187256782e+34,1.1500663264580202e+27,-4.793126594755711e+26
87247031266.31325,85693134858.91402,-99999961435.95992,-89099989361.22136,52008239012.92682,138912192624.69144,-7558.117708331681,27031.041205786245,0.022854366315703697,-29999.99084413388,15641.594341619126,-6537.775425159506,-4.51370789541568e+28,1.6142937808095547e+29,4.545733460193465e+28,-5.9669981788982285e+34,1.1493443522221733e+27,-4.803957382407205e+26
87171302191.9926,85963307210.5983,-99999961206.96857,-89399989269.24274,52164556903.99992,138846667775.7422,-7572.907432064697,27017.235168427396,0.02289913490230529,-29999.990802137647,15631.789107310458,-6552.484894925726,-4.522540318429037e+28,1.613469284258484e+29,4.554637932068522e+28,-5.966998170545178e+34,1.1486238636051724e+27,-4.814765900791423e+26
87095425857.29141,86233341592.19853,-99999960977.53145,-89699989176.84444,52320776944.16217,138780996134.0353,-7587.633470119445,27003.438160023703,0.022943711527622496,-29999.99076016964,15622.004016224899,-6567.164170688018,-4.531334708355333e+28,1.6126453269166157e+29,4.563504222844114e+28,-5.966998162197741e+34,1.1479048551122055e+27,-4.825552232621556e+26
87019402896.83302,86503238095.85847,-99999960747.65048,-89999989084.02673,52476899334.10201,138715178000.3911,-7602.296045838606,26989.650365994432,0.022988096864992577,-29999.99071823041,15612.238993983967,-6581.8133644204145,-4.540091198574816e+28,1.6118219198571876e+29,4.572332466447023e+28,-5.966998153856028e+34,1.1471873212779418e+27,-4.83631646017612e+26
86943233943.00508,86772996815.55495,-99999960517.32756,-90299988990.78993,52632924273.76809,138649213674.51602,-7616.895382794543,26975.871969646512,0.023032291588427702,-29999.990676320504,15602.493966607752,-6596.432587509698,-4.548809922604901e+28,1.61099907402729e+29,4.58112279693827e+28,-5.966998145520147e+34,1.1464712566663376e+27,-4.8470586653021264e+26
86866919625.95737,87042617847.07681,-99999960286.56459,-90599988897.13434,52788851962.373215,138583103455.00842,-7631.431704771284,26962.10315218692,0.02307629637256093,-29999.990634440463,15592.768860512302,-6611.021950759675,-4.557491014089411e+28,1.610176800248603e+29,4.589875348502369e+28,-5.9669981371902075e+34,1.145756655870444e+27,-4.857778929418209e+26
86790460573.5999,87312101288.00417,-99999960055.36346,-90899988803.06024,52944682598.398285,138516847639.36447,-7645.9052357467435,26948.344092735104,0.023120111892592943,-29999.990592590817,15583.063602507034,-6625.58156439542,-4.566134606787955e+28,1.6093551092181407e+29,4.598590255436736e+28,-5.966998128866313e+34,1.1450435135122169e+27,-4.868477333517755e+26
86713857411.60115,87581447237.68752,-99999959823.72607,-91199988708.56796,53100416379.59621,138450446523.9838,-7660.316199875194,26934.59496833548,0.023163738824239496,-29999.990550772098,15573.378119792169,-6640.111538067497,-4.574740834565466e+28,1.608534011508995e+29,4.607267652141235e+28,-5.96699812054857e+34,1.1443318242423285e+27,-4.879153958171997e+26
86637110763.38644,87850655797.22722,-99999959591.6543,-91499988613.6578,53256053502.995766,138383900404.17523,-7674.664821469968,26920.85595396994,0.023207177843679587,-29999.990508984825,15563.712339956199,-6654.611980856152,-4.583309831381865e+28,1.607713517571085e+29,4.615907673107869e+28,-5.966998112237082e+34,1.1436215827399815e+27,-4.8898088835331e+26
86560221250.13658,88119727069.45293,-99999959359.15,-91799988518.33011,53411594164.9055,138317209574.16248,-7688.951324986408,26907.12722257044,0.02325042962750434,-29999.990467229512,15554.066190973383,-6669.083001275476,-4.591841731281883e+28,1.606893637731907e+29,4.624510452910613e+28,-5.96699810393195e+34,1.1429127837127241e+27,-4.9004421893372195e+26
86483189490.78653,88388661158.90324,-99999959126.21504,-92099988422.58517,53567038560.91752,138250374327.0897,-7703.175935005042,26893.408945031606,0.023293494852666602,-29999.990425506672,15544.439601201262,-6683.524707277557,-4.600336668385011e+28,1.6060743821972876e+29,4.633076126195387e+28,-5.966998095633276e+34,1.1422054218962688e+27,-4.911053954907549e+26
86406016102.02438,88657458171.80548,-99999958892.8513,-92399988326.42334,53722386885.9113,138183394955.02713,-7717.338876215009,26879.701290223376,0.023336374196431246,-29999.990383816807,15534.832499378213,-6697.9372062565935,-4.608794776875604e+28,1.60525576105214e+29,4.641604827670175e+28,-5.966998087341162e+34,1.1414994920543111e+27,-4.921644259157345e+26
86328701698.2904,88926118216.05551,-99999958659.06062,-92699988229.84494,53877639334.05751,138116271748.9766,-7731.440373397704,26866.004425003703,0.023379068336326175,-29999.99034216041,15525.24481462102,-6712.3206050529925,-4.617216190993109e+28,1.604437784261221e+29,4.650096692095276e+28,-5.966998079055705e+34,1.1407949889783526e+27,-4.932213180592939e+26
86251246891.7763,89194641401.19783,-99999958424.84485,-92999988132.85033,54032796098.82173,138049004998.877,-7745.480651410667,26852.31851423126,0.02342157795009402,-29999.99030053798,15515.676476422479,-6726.6750099574465,-4.62560104502245e+28,1.603620461669891e+29,4.6585518542737e+28,-5.966998070777004e+34,1.1400919074875237e+27,-4.942760797316732e+26
86173652292.42459,89463027838.40561,-99999958190.20581,-93299988035.43982,54187857372.96822,137981594993.60986,-7759.459935171694,26838.643720778193,0.023463903715644534,-29999.99025894999,15506.127414649023,-6741.0005267149845,-4.633949473284536e+28,1.602803803004874e+29,4.666970449041698e+28,-5.966998062505152e+34,1.1393902424284102e+27,-4.95328718703017e+26
86095918507.92816,89731277640.46104,-99999957955.14534,-93599987937.61378,54342823348.56361,137914042021.00458,-7773.378449643187,26824.980205542895,0.023506046311007674,-29999.99021739693,15496.59755953839,-6755.297260529009,-4.642261610126911e+28,1.6019878178750216e+29,4.675352611259426e+28,-5.966998054240249e+34,1.1386899886748808e+27,-4.963792427036716e+26
86018046143.73,89999390921.73567,-99999957719.66528,-93899987839.37257,54497694216.980576,137846346367.84393,-7787.23641981672,26811.328127462817,0.023548006414287365,-29999.99017587927,15487.086841697297,-6769.565316065305,-4.650537589914545e+28,1.6011725157720795e+29,4.683698475801756e+28,-5.966998045982386e+34,1.1379911411279174e+27,-4.974276594244786e+26
85940035803.02301,90267367798.17094,-99999957483.76744,-94199987740.71655,54652470168.901566,137778508319.8694,-7801.03407069784,26797.68764352728,0.023589784703615935,-29999.990134397474,15477.595192099163,-6783.804797456039,-4.658777547020751e+28,1.6003579060714493e+29,4.692008177549209e+28,-5.9669980377316575e+34,1.1372936947154464e+27,-4.984739765170697e+26
85861888086.7501,90535208387.25885,-99999957247.45363,-94499987641.64607,54807151394.32239,137710528161.78635,-7814.771627291093,26784.05890879032,0.023631381857109238,-29999.990092952008,15468.122542081841,-6798.015808303735,-4.666981615818241e+28,1.599543998032958e+29,4.700281851379027e+28,-5.966998029488154e+34,1.1365976443921737e+27,-4.995182015941584e+26
85783603593.60425,90802912808.02269,-99999957010.72565,-94799987542.1615,54961738082.55584,137642406177.2695,-7828.449314585262,26770.442076383573,0.023672798552822425,-29999.99005154333,15458.668823345397,-6812.198451685237,-4.675149930670319e+28,1.5987308008016273e+29,4.70851963215638e+28,-5.966998021251968e+34,1.1359029851394197e+27,-5.005603422298312e+26
85705182920.02885,91070481180.99799,-99999956773.5853,-95099987442.26321,55116230422.23534,137574142648.96796,-7842.067357538839,26756.837297529128,0.023714035468706398,-29999.990010171885,15449.233967949898,-6826.352830155653,-4.683282625922195e+28,1.5979183234084397e+29,4.716721654725703e+28,-5.966998013023187e+34,1.1352097119649584e+27,-5.0160040595983734e+26
85626626660.2182,91337913628.21352,-99999956536.03436,-95399987341.9516,55270628601.31847,137505737858.51044,-7855.625981065709,26743.24472155243,0.023755093282564903,-29999.98996883812,15439.817908313249,-6840.479045752283,-4.691379835892442e+28,1.597106574771111e+29,4.724888053902159e+28,-5.9669980048019015e+34,1.1345178199028575e+27,-5.0263840028187774e+26
85547935406.118,91605210273.17247,-99999956298.07463,-95699987241.22702,55424932807.09055,137437192086.51045,-7869.125410021055,26729.664495895184,0.023795972672012295,-29999.989927542472,15430.420577209037,-6854.5771999985445,-4.699441694864575e+28,1.5962955636948606e+29,4.733018964463245e+28,-5.966997996588197e+34,1.13382730401332e+27,-5.03674332655893e+26
85469109747.42612,91872371240.83376,-99999956059.70789,-95999987140.08987,55579143226.1682,137368505612.57138,-7882.565869187477,26716.096766128267,0.023836674314431934,-29999.989886285377,15421.041907764422,-6868.647393907869,-4.707468337078761e+28,1.59548529887318e+29,4.741114521140511e+28,-5.966997988382161e+34,1.1331381593825296e+27,-5.047082105043502e+26
85390150271.5935,92139396657.5934,-99999955820.9359,-96299987038.54054,55733260044.50278,137299678715.2915,-7895.947583261324,26702.541675964654,0.02387719888693523,-29999.989845067263,15411.68183345805,-6882.689727987598,-4.715459896723663e+28,1.5946757888886094e+29,4.749174858611417e+28,-5.9669979801838785e+34,1.1324503811224975e+27,-5.057400412125287e+26
85311057563.82512,92406286651.26613,-99999955581.76042,-96599986936.57942,55887283447.38396,137230711672.26907,-7909.2707768392465,26688.999367272332,0.023917547066321324,-29999.98980388855,15402.340288117994,-6896.704302242872,-4.723416507928398e+28,1.5938670422135037e+29,4.757200111491311e+28,-5.966997971993433e+34,1.1317639643709101e+27,-5.067698321288062e+26
85231832207.08107,92673041351.067,-99999955342.18323,-96899986834.20692,56041213619.44315,137161604760.10727,-7922.535674404948,26675.469980087237,0.023957719529037413,-29999.989762749658,15393.017205919727,-6910.691216180496,-4.731338304754635e+28,1.59305906721081e+29,4.765190414325542e+28,-5.966997963810906e+34,1.1310789042909815e+27,-5.077975905649428e+26
85152474782.07791,92939660887.59326,-99999955102.20605,-97199986731.42343,56195050744.657,137092358254.41914,-7935.742500316155,26661.95365262618,0.02399771695113968,-29999.989721650996,15383.71252138413,-6924.650568812816,-4.739225421188808e+28,1.5922518721348355e+29,4.773145901581682e+28,-5.966997955636383e+34,1.1303951960713058e+27,-5.088233237963657e+26
85072985867.29,93206145392.80626,-99999954861.83066,-97499986628.22935,56348795006.35075,137022972429.83253,-7948.891478791793,26648.450521299772,0.02403754000825486,-29999.989680592967,15374.426169375522,-6938.582458661578,-4.747077991134459e+28,1.5914454651320223e+29,4.781066707641892e+28,-5.966997947469941e+34,1.1297128349257132e+27,-5.098470390624527e+26
84993366038.951,93472495000.01352,-99999954621.05876,-97799986524.62512,56502446587.20175,136953447559.99492,-7961.982833899361,26634.960720725358,0.024077189375542436,-29999.98963957598,15365.158085099725,-6952.486983761785,-4.754896148404699e+28,1.5906398542417183e+29,4.7889529667953905e+28,-5.966997939311662e+34,1.1290318160931277e+27,-5.1086874356681594e+26
84913615871.05557,93738709843.85092,-99999954379.8921,-98099986420.61113,56656005669.242775,136883783917.57826,-7975.016789542523,26621.484383739928,0.0241166657276574,-29999.98959860042,15355.908204102168,-6966.364241665553,-4.762680026714795e+28,1.5898350473969487e+29,4.796804813231056e+28,-5.966997931161623e+34,1.1283521348374273e+27,-5.118884444775848e+26
84833735935.36108,94004790060.26505,-99999954138.33241,-98399986316.18779,56809472433.86543,136813981774.2838,-7987.993569448888,26608.021641413034,0.024155969738713673,-29999.989557666682,15346.676462266012,-6980.214329445963,-4.770429759674876e+28,1.5890310524251866e+29,4.804622381030149e+28,-5.9669979230199025e+34,1.1276737864473066e+27,-5.1290614892768935e+26
84753726801.38951,94270735786.49564,-99999953896.3814,-98699986211.35555,56962847061.82353,136744041400.84679,-8000.9133971579995,26594.5726230597,0.024195102082248104,-29999.989516775153,15337.462795810314,-6994.0373437009175,-4.778145480782758e+28,1.5882278770491253e+29,4.8124058041591476e+28,-5.966997914886578e+34,1.1269967662361419e+27,-5.139218640151434e+26
